timestamp,open,high,low,close,volume,amount
2020-08-11 06:00:00,2.85,3.47,2.85,3.1655,6115.82,0
2020-08-11 06:15:00,3.1655,3.3564,3.1358,3.136,2813.11,0
2020-08-11 06:30:00,3.136,3.136,2.9054,2.9665,9207.64,0
2020-08-11 06:45:00,3.0033,3.0113,2.9515,2.9515,1895.69,0
2020-08-11 07:00:00,2.9515,3.1355,2.9515,3.031,5723.44,0
2020-08-11 07:15:00,3.0308,3.0543,3.0301,3.0345,7339.330000000001,0
2020-08-11 07:30:00,3.0345,3.1089,2.88,2.9004,20720.47,0
2020-08-11 07:45:00,2.9036,2.9626,2.9015,2.9224,8286.130000000001,0
2020-08-11 08:00:00,2.9224,2.9626,2.9144,2.9614,13904.86,0
2020-08-11 08:15:00,2.9613,2.9662,2.9254,2.9278,4970.0,0
2020-08-11 08:30:00,2.957,3.0,2.9301,2.967,2531.43,0
2020-08-11 08:45:00,2.949,2.96,2.9301,2.96,2874.4700000000003,0
2020-08-11 09:00:00,2.96,2.96,2.9286,2.9383,6749.290000000001,0
2020-08-11 09:15:00,2.9383,2.9736,2.9383,2.9402,3455.78,0
2020-08-11 09:30:00,2.94,2.9725,2.9304,2.9407,8507.59,0
2020-08-11 09:45:00,2.9407,2.9507,2.85,2.8543,7658.570000000001,0
2020-08-11 10:00:00,2.8566,2.9285,2.8433,2.9,11593.42,0
2020-08-11 10:15:00,2.9,2.9251,2.8543,2.8608,9416.64,0
2020-08-11 10:30:00,2.8614,2.9329,2.8614,2.8855,5233.110000000001,0
2020-08-11 10:45:00,2.8855,2.9172,2.8855,2.8976,442.77,0
2020-08-11 11:00:00,2.8976,2.9762,2.8976,2.956,2809.0,0
2020-08-11 11:15:00,2.9615,2.9762,2.95,2.9747,851.4599999999999,0
2020-08-11 11:30:00,2.97,3.1,2.96,3.0502,6050.7,0
2020-08-11 11:45:00,3.0402,3.0777,3.0273,3.0497,2763.37,0
2020-08-11 12:00:00,3.0497,3.329,3.0488,3.2218,64711.17,0
