timestamp,open,high,low,close,volume,amount
2020-08-11 06:00:00,2.85,2.85,2.85,2.85,3.6,0
2020-08-11 06:01:00,2.85,2.85,2.85,2.85,0.0,0
2020-08-11 06:02:00,2.85,2.85,2.85,2.85,0.0,0
2020-08-11 06:03:00,3.4699,3.47,3.0003,3.0003,3410.31,0
2020-08-11 06:04:00,3.1852,3.1852,3.1852,3.1852,313.95,0
2020-08-11 06:05:00,3.1846,3.47,3.1846,3.47,1054.37,0
2020-08-11 06:06:00,3.215,3.215,3.189,3.2,892.21,0
2020-08-11 06:07:00,3.19,3.19,3.189,3.189,205.7,0
2020-08-11 06:08:00,3.1846,3.1846,3.1846,3.1846,130.71,0
2020-08-11 06:09:00,3.1846,3.1846,3.1846,3.1846,0.0,0
2020-08-11 06:10:00,3.1846,3.1846,3.1846,3.1846,0.0,0
2020-08-11 06:11:00,3.1846,3.1846,3.1846,3.1846,0.0,0
2020-08-11 06:12:00,3.1655,3.1655,3.1655,3.1655,3.17,0
2020-08-11 06:13:00,3.1655,3.1655,3.1655,3.1655,101.8,0
2020-08-11 06:14:00,3.1655,3.1655,3.1655,3.1655,0.0,0
2020-08-11 06:15:00,3.1655,3.1655,3.1655,3.1655,8.89,0
2020-08-11 06:16:00,3.3564,3.3564,3.1358,3.1358,199.04,0
2020-08-11 06:17:00,3.1358,3.1358,3.1358,3.1358,0.0,0
2020-08-11 06:18:00,3.1358,3.1358,3.1358,3.1358,0.0,0
2020-08-11 06:19:00,3.3564,3.3564,3.3564,3.3564,30.0,0
2020-08-11 06:20:00,3.1993,3.3564,3.18,3.18,1791.22,0
2020-08-11 06:21:00,3.1861,3.1861,3.1554,3.1554,278.59,0
2020-08-11 06:22:00,3.156,3.18,3.156,3.1561,217.76,0
2020-08-11 06:23:00,3.156,3.156,3.15,3.15,20.93,0
2020-08-11 06:24:00,3.15,3.15,3.15,3.15,0.0,0
2020-08-11 06:25:00,3.15,3.15,3.15,3.15,0.0,0
2020-08-11 06:26:00,3.15,3.15,3.15,3.15,0.0,0
2020-08-11 06:27:00,3.136,3.136,3.136,3.136,259.0,0
2020-08-11 06:28:00,3.136,3.136,3.136,3.136,7.68,0
2020-08-11 06:29:00,3.136,3.136,3.136,3.136,0.0,0
2020-08-11 06:30:00,3.136,3.136,3.136,3.136,13.0,0
2020-08-11 06:31:00,3.136,3.136,3.136,3.136,0.0,0
2020-08-11 06:32:00,3.0706,3.0706,3.055,3.055,3006.3,0
2020-08-11 06:33:00,3.0161,3.0161,3.0161,3.0161,37.94,0
2020-08-11 06:34:00,3.0052,3.0059,3.0003,3.0003,1362.54,0
2020-08-11 06:35:00,3.0002,3.0161,3.0,3.0161,1061.33,0
2020-08-11 06:36:00,2.998,2.998,2.992,2.998,1070.35,0
2020-08-11 06:37:00,2.98,2.9952,2.971,2.9952,1456.82,0
2020-08-11 06:38:00,2.9952,2.9952,2.9772,2.9772,38.13,0
2020-08-11 06:39:00,2.9949,2.9949,2.9949,2.9949,168.0,0
2020-08-11 06:40:00,2.9949,2.9949,2.9949,2.9949,0.0,0
2020-08-11 06:41:00,2.972,2.972,2.9054,2.9054,450.0,0
2020-08-11 06:42:00,3.0288,3.0288,3.0288,3.0288,335.77,0
2020-08-11 06:43:00,2.9665,2.9665,2.9665,2.9665,207.46,0
2020-08-11 06:44:00,2.9665,2.9665,2.9665,2.9665,0.0,0
2020-08-11 06:45:00,3.0033,3.0033,2.9712,2.9712,183.37,0
2020-08-11 06:46:00,2.9712,2.9712,2.9712,2.9712,0.0,0
2020-08-11 06:47:00,3.0032,3.0032,3.0032,3.0032,12.1,0
2020-08-11 06:48:00,3.0032,3.0032,3.0032,3.0032,0.0,0
2020-08-11 06:49:00,3.0032,3.0032,3.0032,3.0032,0.0,0
2020-08-11 06:50:00,2.9703,3.0032,2.9703,3.0032,192.72,0
2020-08-11 06:51:00,3.0032,3.0032,3.0032,3.0032,0.0,0
2020-08-11 06:52:00,3.0113,3.0113,3.0032,3.0032,197.2,0
2020-08-11 06:53:00,2.9707,3.0,2.9707,3.0,220.2,0
2020-08-11 06:54:00,3.0,3.0,3.0,3.0,100.0,0
2020-08-11 06:55:00,2.9701,2.9701,2.9701,2.9701,18.11,0
2020-08-11 06:56:00,2.9701,2.9701,2.9701,2.9701,0.0,0
2020-08-11 06:57:00,2.9703,2.9704,2.9515,2.9515,959.99,0
2020-08-11 06:58:00,2.9515,2.9515,2.9515,2.9515,0.0,0
2020-08-11 06:59:00,2.9515,2.9515,2.9515,2.9515,12.0,0
2020-08-11 07:00:00,2.9515,2.9643,2.9515,2.9643,798.11,0
2020-08-11 07:01:00,2.9712,2.9712,2.9712,2.9712,7.0,0
2020-08-11 07:02:00,2.9712,2.9712,2.9712,2.9712,0.0,0
2020-08-11 07:03:00,3.0122,3.0122,3.0122,3.0122,51.47,0
2020-08-11 07:04:00,3.0122,3.0122,3.0122,3.0122,0.0,0
2020-08-11 07:05:00,3.0122,3.0122,3.0122,3.0122,0.0,0
2020-08-11 07:06:00,3.0122,3.0122,3.0,3.0,42.71,0
2020-08-11 07:07:00,3.0,3.0,3.0,3.0,0.0,0
2020-08-11 07:08:00,3.0194,3.0194,3.0037,3.0037,1311.53,0
2020-08-11 07:09:00,3.0037,3.0037,3.0037,3.0037,0.0,0
2020-08-11 07:10:00,3.0037,3.0037,3.0037,3.0037,0.0,0
2020-08-11 07:11:00,3.0037,3.0037,3.0037,3.0037,0.0,0
2020-08-11 07:12:00,3.0194,3.1355,3.0194,3.1355,1696.26,0
2020-08-11 07:13:00,3.038,3.1355,3.0151,3.0301,1519.54,0
