timestamp,open,high,low,close,volume,amount
2020-08-11 06:00:00,2.85,3.47,2.85,3.1852,3727.8599999999997,0
2020-08-11 06:05:00,3.1846,3.47,3.1846,3.1846,2282.99,0
2020-08-11 06:10:00,3.1846,3.1846,3.1655,3.1655,104.97,0
2020-08-11 06:15:00,3.1655,3.3564,3.1358,3.3564,237.92999999999998,0
2020-08-11 06:20:00,3.1993,3.3564,3.15,3.15,2308.5,0
2020-08-11 06:25:00,3.15,3.15,3.136,3.136,266.68,0
2020-08-11 06:30:00,3.136,3.136,3.0003,3.0003,4419.780000000001,0
2020-08-11 06:35:00,3.0002,3.0161,2.971,2.9949,3794.6299999999997,0
2020-08-11 06:40:00,2.9949,3.0288,2.9054,2.9665,993.23,0
2020-08-11 06:45:00,3.0033,3.0033,2.9712,3.0032,195.47,0
2020-08-11 06:50:00,2.9703,3.0113,2.9703,3.0,710.12,0
2020-08-11 06:55:00,2.9701,2.9704,2.9515,2.9515,990.1,0
2020-08-11 07:00:00,2.9515,3.0122,2.9515,3.0122,856.58,0
2020-08-11 07:05:00,3.0122,3.0194,3.0,3.0037,1354.24,0
2020-08-11 07:10:00,3.0037,3.1355,3.0037,3.031,3512.62,0
2020-08-11 07:15:00,3.0308,3.043,3.0301,3.0423,2264.98,0
2020-08-11 07:20:00,3.0423,3.0543,3.0314,3.0314,2743.3100000000004,0
2020-08-11 07:25:00,3.0314,3.0463,3.031,3.0345,2331.04,0
2020-08-11 07:30:00,3.0345,3.1089,3.0068,3.0068,1875.02,0
2020-08-11 07:35:00,3.0066,3.0424,2.9695,2.9695,8158.4800000000005,0
2020-08-11 07:40:00,2.9569,2.9569,2.88,2.9004,10686.97,0
2020-08-11 07:45:00,2.9036,2.9255,2.9015,2.9255,1328.6599999999999,0
2020-08-11 07:50:00,2.9209,2.9312,2.9209,2.9288,1589.41,0
2020-08-11 07:55:00,2.9288,2.9626,2.9218,2.9224,5368.06,0
2020-08-11 08:00:00,2.9224,2.9626,2.9144,2.9144,8242.92,0
2020-08-11 08:05:00,2.9144,2.9153,2.9144,2.915,80.0,0
2020-08-11 08:10:00,2.915,2.9614,2.915,2.9614,5581.94,0
2020-08-11 08:15:00,2.9613,2.9662,2.9413,2.9549,3271.81,0
2020-08-11 08:20:00,2.9549,2.9647,2.948,2.9635,316.33,0
2020-08-11 08:25:00,2.948,2.9571,2.9254,2.9278,1381.8600000000001,0
2020-08-11 08:30:00,2.957,3.0,2.95,2.9733,919.23,0
2020-08-11 08:35:00,2.9733,2.9733,2.9676,2.9676,10.0,0
2020-08-11 08:40:00,2.9586,2.9693,2.9301,2.967,1602.2,0
2020-08-11 08:45:00,2.949,2.949,2.9301,2.9302,126.97,0
2020-08-11 08:50:00,2.9302,2.9317,2.9302,2.9317,421.87,0
2020-08-11 08:55:00,2.9317,2.96,2.9317,2.96,2325.63,0
2020-08-11 09:00:00,2.96,2.96,2.9407,2.9407,2588.8300000000004,0
2020-08-11 09:05:00,2.9407,2.9407,2.9302,2.9302,2670.57,0
2020-08-11 09:10:00,2.9302,2.9587,2.9286,2.9383,1489.8899999999999,0
2020-08-11 09:15:00,2.9383,2.9495,2.9383,2.9491,1335.71,0
2020-08-11 09:20:00,2.949,2.9736,2.942,2.9736,604.32,0
2020-08-11 09:25:00,2.9736,2.9736,2.9402,2.9402,1515.75,0
2020-08-11 09:30:00,2.94,2.9725,2.9328,2.9328,3687.52,0
2020-08-11 09:35:00,2.9509,2.9509,2.9304,2.9508,3550.2200000000003,0
2020-08-11 09:40:00,2.9406,2.9407,2.9405,2.9407,1269.8500000000001,0
2020-08-11 09:45:00,2.9407,2.9507,2.9302,2.9507,1341.97,0
2020-08-11 09:50:00,2.9303,2.9303,2.9148,2.9148,1986.81,0
2020-08-11 09:55:00,2.9148,2.9148,2.85,2.8543,4329.79,0
2020-08-11 10:00:00,2.8566,2.8755,2.85,2.85,5300.9400000000005,0
2020-08-11 10:05:00,2.8601,2.9048,2.8433,2.8618,1666.98,0
2020-08-11 10:10:00,2.8841,2.9285,2.8814,2.9,4625.5,0
2020-08-11 10:15:00,2.9,2.9,2.8809,2.8809,4063.61,0
2020-08-11 10:20:00,2.8701,2.9251,2.8543,2.8543,2681.2,0
2020-08-11 10:25:00,2.8543,2.8868,2.8543,2.8608,2671.83,0
2020-08-11 10:30:00,2.8614,2.8867,2.8614,2.8701,819.3900000000001,0
2020-08-11 10:35:00,2.8871,2.8871,2.8615,2.887,3065.81,0
2020-08-11 10:40:00,2.887,2.9329,2.869,2.8855,1347.91,0
2020-08-11 10:45:00,2.8855,2.9172,2.8855,2.8975,405.24,0
2020-08-11 10:50:00,2.8974,2.9166,2.8974,2.8976,37.53,0
2020-08-11 10:55:00,2.8976,2.8976,2.8976,2.8976,0.0,0
2020-08-11 11:00:00,2.8976,2.956,2.8976,2.92,1344.3,0
2020-08-11 11:05:00,2.9259,2.9762,2.92,2.9464,806.0200000000001,0
2020-08-11 11:10:00,2.9464,2.9761,2.9464,2.956,658.68,0
2020-08-11 11:15:00,2.9615,2.9762,2.95,2.95,207.11,0
2020-08-11 11:20:00,2.95,2.95,2.95,2.95,159.14,0
2020-08-11 11:25:00,2.96,2.9755,2.96,2.9747,485.21,0
2020-08-11 11:30:00,2.97,3.0376,2.96,3.0115,5310.23,0
2020-08-11 11:35:00,3.0376,3.1,3.0094,3.0502,599.5,0
2020-08-11 11:40:00,3.0502,3.0502,3.0502,3.0502,140.97,0
2020-08-11 11:45:00,3.0402,3.0777,3.0273,3.0436,1542.64,0
2020-08-11 11:50:00,3.0436,3.0534,3.0426,3.048,886.35,0
2020-08-11 11:55:00,3.0454,3.0498,3.0388,3.0497,334.38,0
2020-08-11 12:00:00,3.0497,3.1958,3.0488,3.1751,13354.08,0
2020-08-11 12:05:00,3.177,3.3278,3.1592,3.3061,24987.72,0
2020-08-11 12:10:00,3.3127,3.329,3.1624,3.2218,26369.37,0
2020-08-11 12:15:00,3.2218,3.2249,3.186,3.2114,3819.58,0
2020-08-11 12:20:00,3.2042,3.25,3.1869,3.187,6685.73,0
2020-08-11 12:25:00,3.203,3.25,3.1909,3.2498,3026.76,0
2020-08-11 12:30:00,3.2647,3.2837,3.2,3.21,5996.51,0
2020-08-11 12:35:00,3.21,3.2799,3.1684,3.2254,18992.59,0
2020-08-11 12:40:00,3.2307,3.2899,3.2307,3.2896,5540.94,0
2020-08-11 12:45:00,3.2895,3.3,3.2511,3.2511,10998.58,0
2020-08-11 12:50:00,3.2503,3.2552,3.166,3.166,3727.01,0
2020-08-11 12:55:00,3.166,3.166,3.1,3.1111,13280.85,0
2020-08-11 13:00:00,3.111,3.121,3.0001,3.026,17454.010000000002,0
2020-08-11 13:05:00,3.0272,3.0441,2.982,2.982,5297.04,0
2020-08-11 13:10:00,2.9723,2.9751,2.92,2.92,5972.33,0
2020-08-11 13:15:00,2.9277,2.9278,2.8625,2.9066,17698.62,0
2020-08-11 13:20:00,2.9063,2.9846,2.9,2.97,6206.32,0
2020-08-11 13:25:00,2.9803,2.9887,2.9658,2.972,11791.92,0
2020-08-11 13:30:00,2.9658,2.9799,2.8713,2.901,28499.9,0
2020-08-11 13:35:00,2.9168,2.9353,2.8887,2.9353,25636.6,0
